Temp pH Cond Ca Mg Na K AlkAcid SO4_IC Cl NO2NO3N Tot.N_ps TotP AbsF420nm TOC Si
8.5 6.95 7.25 0.509 0.061 0.171 0.012 0.377 0.052 0.204 47 394 13 0.393 23.5 0.53
8.6 4.32 5.57 0.048 0.047 0.211 0.008 -0.076 0.057 0.269 12 738 13 0.275 28.1 0.42
9.7 7.17 11 0.361 0.119 0.496 0.034 0.275 0.13 0.582 233 399 12 0.068 22.4 0.43
9 7.73 13.9 1.137 0.072 0.224 0.016 1.06 0.069 0.281 15 350 8 0.044 22.3 0.25
9 5.38 5.12 0.071 0.056 0.288 0.006 0.001 0.061 0.373 43 855 8 0.06 22.2 0.19
9.4 6.91 10.7 0.356 0.106 0.476 0.03 0.236 0.134 0.571 337 456 10 0.126 17.3 0.66
9.2 7.08 7.32 0.315 0.084 0.251 0.019 0.212 0.126 0.296 241 356 7 0.057 23.2 0.43
8.6 6.62 7.16 0.366 0.075 0.249 0.022 0.237 0.066 0.316 28 356 13 0.346 33.7 1.05
8.8 6.81 6.64 0.331 0.061 0.237 0.012 0.168 0.072 0.311 67 390 9 0.26 31 0.59
8.9 7.34 8.76 0.494 0.087 0.241 0.022 0.418 0.113 0.278 169 325 8 0.095 25.2 0.81
8.1 6.87 9.62 0.577 0.112 0.232 0.032 0.42 0.133 0.267 332 733 22 0.219 17.8 2.22
9.3 7.35 8.08 0.468 0.065 0.219 0.011 0.388 0.101 0.259 35 366 6 0.029 4.1 0.12
9.5 7.04 26.9 0.815 0.196 1.292 0.073 0.482 0.077 1.937 62 559 23 0.131 24.8 0.56
9.3 7.33 8.33 0.447 0.066 0.268 0.012 0.347 0.091 0.325 42 224 6 0.055 22.8 0.21
8.8 7.24 11.2 0.418 0.075 0.516 0.014 0.318 0.105 0.607 47 226 6 0.06 22.1 0.46
8.1 7.08 8.28 0.341 0.087 0.332 0.019 0.212 0.093 0.395 90 377 40 0.226 15.8 0.78
8.6 6.89 7.95 0.398 0.09 0.263 0.021 0.255 0.107 0.316 257 513 12 0.27 11.1 1.01
8.7 7.06 11.1 0.571 0.087 0.374 0.015 0.462 0.093 0.497 22 294 9 0.1 25.4 0.74
8.5 6.34 6.91 0.322 0.09 0.258 0.02 0.146 0.089 0.302 126 555 14 0.491 19.7 1.31
8.4 7.36 15 1.009 0.152 0.297 0.045 0.845 0.226 0.352 334 715 29 0.132 19.5 2.07
9 7.02 7.45 0.276 0.1 0.285 0.018 0.178 0.142 0.327 40 206 8 0.041 14.4 0.47
8.7 4.78 4.8 0.11 0.06 0.203 0.013 -0.044 0.05 0.238 31 406 13 0.527 18.9 0.89
8.8 6.8 8.05 0.342 0.083 0.304 0.023 0.239 0.075 0.384 129 358 10 0.158 7.4 0.72
8.1 7.29 8.12 0.52 0.097 0.179 0.016 0.479 0.082 0.178 55 438 18 0.094 18.6 2.07
9.5 7.43 10 0.568 0.072 0.296 0.014 0.489 0.106 0.351 34 326 6 0.029 3.8 0.11
8.9 4.65 5.16 0.065 0.052 0.239 0.014 -0.036 0.057 0.323 8 248 13 0.118 7.7 0.47
10.4 7.21 10.6 0.396 0.152 0.396 0.044 0.3 0.193 0.446 609 1363 11 0.058 5.6 0.27
9 6.85 9.38 0.4 0.097 0.362 0.031 0.299 0.091 0.463 42 361 17 0.219 9.5 0.47
10.3 7.26 10.7 0.409 0.154 0.4 0.045 0.305 0.186 0.436 614 664 12 0.06 5.4 0.26
8.9 7.35 8.89 0.54 0.062 0.232 0.01 0.474 0.085 0.276 42 304 6 0.036 4 0.17
9.2 7.31 7.5 0.414 0.058 0.218 0.011 0.348 0.09 0.259 15 234 5 0.017 3.7 0.17
8.6 7.1 8.39 0.592 0.085 0.201 0.021 0.436 0.066 0.228 141 558 20 0.536 18.1 0.85
8.3 5.02 5.8 0.139 0.077 0.256 0.014 -0.019 0.094 0.332 54 537 18 0.44 15.6 1.33
8.2 5.98 4.76 0.176 0.053 0.205 0.008 0.05 0.037 0.253 25 452 18 0.526 26.3 0.89
8.6 6.11 5.6 0.197 0.077 0.225 0.034 0.067 0.078 0.268 39 405 17 0.373 26.5 1.26
8.3 6.8 6.45 0.307 0.086 0.234 0.016 0.18 0.058 0.262 125 702 36 0.494 26.8 0.95
8.8 7.04 10.1 0.542 0.084 0.342 0.017 0.412 0.084 0.445 37 377 8 0.111 6.8 0.66
9 7.78 13.9 1.154 0.074 0.206 0.018 1.051 0.082 0.247 24 371 7 0.088 8.2 0.13
8.8 7.07 6.86 0.409 0.056 0.195 0.008 0.279 0.083 0.245 115 327 6 0.179 9.1 0.5
8.8 6.82 8.2 0.412 0.08 0.283 0.015 0.246 0.08 0.387 116 483 8 0.227 10.6 0.4
9 7.23 7.72 0.453 0.075 0.225 0.013 0.335 0.084 0.267 185 389 6 0.155 8 0.66
9.1 6.52 5.69 0.165 0.076 0.251 0.013 0.091 0.076 0.311 52 375 8 0.088 7 0.45
8.6 5.8 6.23 0.216 0.074 0.29 0.013 0.028 0.077 0.374 35 459 11 0.302 12.6 0.73
8.9 7.14 7.7 0.389 0.068 0.262 0.017 0.266 0.093 0.317 39 272 5 0.046 4.5 0.2
9 7.39 9.63 0.616 0.064 0.274 0.012 0.496 0.084 0.329 31 283 6 0.044 5 0.17
9.1 7.34 12.2 0.69 0.133 0.346 0.024 0.546 0.116 0.499 2 292 8 0.028 4 0.2
7.4 6.98 5.84 0.239 0.093 0.176 0.027 0.234 0.131 0.136 23 189 12 0.055 11.4 2.67
9 4.78 5.1 0.034 0.06 0.262 0.012 -0.021 0.073 0.321 50 225 5 0.024 2.2 0.19
8.9 6.98 6.93 0.319 0.059 0.257 0.008 0.227 0.09 0.303 59 268 6 0.042 3.7 0.2
7.1 6.91 6.21 0.266 0.09 0.189 0.028 0.227 0.138 0.147 247 360 10 0.088 12.3 2.72
8.9 7.3 8.86 0.538 0.063 0.261 0.01 0.437 0.084 0.313 33 275 5 0.074 4.9 0.16
8.9 5.15 4.53 0.052 0.058 0.25 0.01 -0.004 0.058 0.307 24 321 6 0.044 3.9 0.22
8.9 6.41 6.5 0.267 0.075 0.28 0.011 0.086 0.068 0.354 49 470 9 0.28 14.6 0.56
8.5 5.44 5.91 0.195 0.074 0.265 0.015 0.008 0.068 0.329 111 477 13 0.531 18.9 1.01
7.4 6.92 4.49 0.162 0.056 0.175 0.02 0.141 0.078 0.142 31 358 15 0.233 12.4 2.74
7.4 7.56 20.2 1.475 0.17 0.319 0.05 0.994 0.635 0.291 477 626 19 0.041 12.2 3.55
9.2 7.13 8.84 0.421 0.099 0.306 0.013 0.308 0.091 0.389 38 301 7 0.143 8.5 0.27
8.8 5.18 6.92 0.267 0.095 0.302 0.008 -0.018 0.093 0.347 135 537 16 0.727 29.6 1.15
8.4 5.94 4.97 0.116 0.072 0.226 0.014 0.026 0.073 0.263 33 470 15 0.269 24.3 0.4
9.3 6.42 8.29 0.16 0.138 0.402 0.036 0.097 0.134 0.457 43 348 12 0.116 6.2 0.47
10.3 7.74 2150 7.82 27.21 64 4.068 1.533 21.907 243.908 128 486 53 0.073 6.7 0.84
9.2 6.42 6.34 0.186 0.095 0.282 0.023 0.085 0.089 0.334 69 258 12 0.161 8.6 0.83
9.3 7 7.83 0.266 0.137 0.322 0.034 0.193 0.118 0.344 56 344 33 0.185 8.7 0.25
8.6 4.86 5.54 0.082 0.071 0.278 0.016 -0.023 0.073 0.33 43 258 8 0.219 9.3 0.91
8.2 5.74 3.87 0.111 0.062 0.172 0.015 0.016 0.028 0.173 33 680 100 1.141 35.3 1.47
8.5 6.62 5.4 0.216 0.051 0.225 0.018 0.145 0.041 0.275 15 313 22 0.166 9.9 0.49
9.7 6.93 14.3 0.401 0.25 0.605 0.069 0.394 0.16 0.729 326 723 73 0.185 8.7 1.19
8.7 6.44 5.7 0.229 0.057 0.246 0.011 0.105 0.064 0.291 38 281 15 0.214 9.6 0.41
7.9 7.85 43.2 4.045 0.234 0.361 0.129 4.041 0.238 0.533 8 332 23 0.084 17.5 3.43
9.4 6.55 9.98 0.148 0.184 0.563 0.025 0.093 0.124 0.586 18 287 18 0.115 6.3 0.21
9 5.64 3.94 0.071 0.051 0.202 0.006 0.006 0.061 0.251 9 206 7 0.056 3.5 0.15
8.9 6.73 6.77 0.238 0.118 0.237 0.027 0.205 0.123 0.261 19 284 12 0.085 5.4 0.17
8.8 7.07 7.77 0.375 0.095 0.263 0.02 0.279 0.106 0.296 169 337 9 0.097 6 0.48
7.8 5.58 4.01 0.266 0.035 0.134 0.006 0 0.025 0.144 115 658 32 0.838 40.8 0.91
6.7 7.9 39.6 3.58 0.264 0.381 0.105 2.804 0.951 0.36 577 1169 19 0.127 21.4 1.25
9 5.44 5.46 0.128 0.098 0.245 0.008 0 0.079 0.323 36 348 13 0.334 11.4 0.99
7 7.49 22.4 1.974 0.152 0.258 0.04 2.072 0.073 0.208 15 681 13 0.074 16.1 2.67
8.7 6.95 12.6 0.393 0.233 0.54 0.065 0.387 0.122 0.592 365 648 47 0.243 10.3 0.66
9.3 6.87 9.32 0.33 0.162 0.367 0.051 0.25 0.139 0.382 501 674 49 0.268 9.9 0.77
8.2 7.89 46.4 4.327 0.189 0.432 0.072 3.23 1.275 0.515 15 559 25 0.051 15.9 1.39
9.2 7.02 9.22 0.31 0.148 0.386 0.033 0.31 0.098 0.415 63 262 18 0.169 7.2 0.3
7.9 7.82 32.1 3.235 0.106 0.186 0.055 2.921 0.323 0.19 58 501 20 0.073 21.1 2.42
8.4 7.86 33.9 3.24 0.175 0.232 0.054 2.812 0.557 0.236 12 391 27 0.034 15.1 1.07
8.6 6.88 6.53 0.319 0.066 0.239 0.01 0.208 0.072 0.283 78 248 8 0.151 7.3 0.12
8.5 7.97 30.9 2.949 0.184 0.201 0.046 2.655 0.484 0.169 10 306 19 0.034 15.6 1.15
8.5 7.94 54.6 2.757 1.449 1.366 0.269 4.867 0.16 1.115 8 1403 1093 0.072 21.8 0.16
8.8 7.08 7.07 0.405 0.062 0.201 0.011 0.316 0.062 0.259 25 266 8 0.084 6 0.13
8.9 8.13 24.5 2.394 0.096 0.148 0.03 2.228 0.261 0.141 5 279 10 0.021 14.1 0.43
8.6 6.74 6.03 0.3 0.044 0.216 0.007 0.186 0.064 0.252 42 316 8 0.147 9.1 0.36
9 7.05 7.01 0.386 0.065 0.209 0.011 0.297 0.072 0.249 110 420 9 0.132 6.7 0.14
7.9 7.33 8.29 0.529 0.079 0.195 0.014 0.395 0.163 0.176 28 332 13 0.053 15.9 0.13
8.9 6.95 8.75 0.286 0.16 0.368 0.042 0.231 0.141 0.369 302 545 49 0.215 9.3 0.37
8.6 6.98 8.58 0.476 0.081 0.284 0.014 0.388 0.054 0.32 29 451 12 0.278 11 0.72
9.1 6.58 6.6 0.308 0.09 0.256 0.018 0.155 0.082 0.28 142 589 18 0.378 15.2 0.51
9.1 6.52 6.78 0.265 0.088 0.306 0.016 0.146 0.073 0.329 47 414 18 0.359 13.2 0.92
8 6.83 6.66 0.273 0.125 0.22 0.027 0.159 0.132 0.206 54 505 18 0.287 23.1 0.74
6.2 7.39 10.1 0.486 0.168 0.265 0.06 0.44 0.174 0.28 158 341 10 0.05 6.6 1.84
9 6.91 8.84 0.285 0.159 0.373 0.045 0.246 0.108 0.393 382 692 68 0.226 10.3 1.3
3.6 7 6.65 0.288 0.111 0.195 0.034 0.224 0.136 0.192 78 310 17 0.071 6.5 1.4
9.3 5.84 7.62 0.13 0.099 0.409 0.022 0.033 0.094 0.478 231 626 11 0.125 7.7 0.3
8.3 8.16 30.4 2.793 0.216 0.298 0.048 2.636 0.366 0.276 65 506 30 0.053 17 0.79
9.2 7.01 10.1 0.392 0.199 0.37 0.058 0.345 0.132 0.361 894 1055 89 0.214 9.5 1.03
9 6.85 8.42 0.257 0.146 0.364 0.04 0.226 0.099 0.371 304 759 65 0.22 9.7 0.94
9.2 6.91 8.56 0.299 0.136 0.35 0.034 0.258 0.101 0.359 390 598 27 0.135 7.6 0.28
7.5 7.51 15.5 0.77 0.327 0.374 0.11 0.624 0.261 0.369 1778 1846 155 0.27 18.4 2.96
8.9 6.67 6.75 0.212 0.116 0.283 0.027 0.168 0.064 0.26 328 567 26 0.195 8.8 1.22
3.1 6.93 8.67 0.769 0.082 0.148 0.027 0.535 0.081 0.141 97 570 36 0.874 31 4.9
3.6 7.06 6.21 0.257 0.107 0.178 0.032 0.203 0.134 0.18 79 274 13 0.058 5.6 1.27
2.7 6.86 4.51 0.251 0.059 0.114 0.018 0.159 0.076 0.101 75 320 15 0.204 10.5 1.51
9.2 6.61 6 0.125 0.096 0.296 0.022 0.151 0.049 0.315 26 323 21 0.089 5 0.32
8.6 4.12 6.06 0.031 0.053 0.198 0.006 -0.146 0.044 0.248 26 533 15 0.561 23.9 0.49
8.4 6.78 5.63 0.311 0.059 0.178 0.012 0.202 0.054 0.206 83 328 13 0.228 10.2 0.16
8.6 6.97 6.45 0.314 0.085 0.185 0.018 0.288 0.063 0.222 68 322 10 0.087 5.5 0.11
8.5 6.58 6.12 0.336 0.071 0.203 0.017 0.196 0.051 0.234 146 588 16 0.418 16.7 0.74
8.5 6.6 5.78 0.327 0.058 0.171 0.015 0.16 0.069 0.22 142 432 11 0.247 13 0.31
8.2 5.65 5.61 0.188 0.088 0.248 0.025 0.038 0.069 0.255 173 608 30 0.487 21.5 1.32
3.5 5.85 4.23 0.164 0.069 0.158 0.02 0.035 0.061 0.145 55 666 21 0.531 22.7 4.35
8.8 6.82 6.42 0.238 0.096 0.256 0.018 0.185 0.074 0.286 64 468 15 0.15 8.1 0.62
3.3 6.33 4.71 0.238 0.082 0.143 0.041 0.135 0.06 0.12 53 735 19 0.441 18.8 3.76
8.7 6.89 4.94 0.207 0.062 0.166 0.013 0.154 0.069 0.19 97 246 8 0.069 4.9 0.13
4 6.75 5.13 0.276 0.077 0.145 0.02 0.134 0.089 0.144 106 391 13 0.274 14.3 2.82
8.1 5.43 3.47 0.087 0.042 0.158 0.008 0.005 0.036 0.208 52 328 11 0.12 6.8 0.16
9.1 6.72 6.27 0.156 0.118 0.271 0.027 0.143 0.069 0.291 208 433 27 0.191 8.2 0.32
8.3 6.24 5.62 0.293 0.05 0.225 0.012 0.123 0.054 0.229 9 412 11 0.419 19 0.78
8.6 7.2 9.07 0.506 0.084 0.284 0.012 0.449 0.078 0.297 25 355 10 0.148 7.5 0.47
8.1 6.12 4.21 0.184 0.046 0.159 0.007 0.052 0.053 0.2 59 303 11 0.183 10.5 0.18
8.9 6.87 4.67 0.266 0.052 0.128 0.009 0.171 0.055 0.164 59 276 8 0.085 7.1 0.12
8.9 7.16 7.21 0.362 0.086 0.228 0.019 0.312 0.087 0.241 164 327 12 0.087 5.6 0.48
3.1 5.29 3.67 0.141 0.053 0.135 0.011 -0.01 0.047 0.126 108 693 21 0.89 29.4 5.58
2.9 6.68 4.69 0.265 0.046 0.116 0.01 0.2 0.039 0.112 151 915 20 0.241 13.2 3.31
3.4 7.3 15.7 0.876 0.173 0.394 0.038 0.729 0.138 0.653 49 251 11 0.022 1.5 4.49
3 6.48 2.41 0.127 0.027 0.067 0.012 0.06 0.026 0.089 48 313 24 0.083 9.3 0.95
8.3 4.76 4.16 0.072 0.05 0.186 0.009 -0.031 0.051 0.22 52 372 9 0.266 11.7 0.42
8.6 7.26 6.95 0.454 0.053 0.175 0.008 0.373 0.077 0.2 29 353 10 0.094 5.7 0.18
2.9 4.78 4.89 0.177 0.073 0.158 0.017 -0.075 0.07 0.155 91 597 21 0.854 35 3.97
8.3 6.93 5.52 0.23 0.054 0.17 0.015 0.189 0.083 0.194 70 261 7 0.1 6.2 0.28
9.4 6.84 5.95 0.245 0.083 0.199 0.021 0.183 0.126 0.194 238 626 20 0.05 4.1 0.25
8.4 6.42 4.94 0.269 0.043 0.17 0.007 0.14 0.044 0.192 26 555 13 0.323 13.9 0.4
3 6.43 5.04 0.348 0.059 0.13 0.017 0.168 0.051 0.124 79 571 20 0.62 23.6 4.24
8.6 7.09 6.62 0.408 0.076 0.171 0.017 0.33 0.053 0.193 24 510 9 0.129 9 0.21
8.2 5.88 5.44 0.13 0.088 0.24 0.016 0.063 0.049 0.264 407 902 29 0.331 11.5 0.79
8.3 7.04 5.5 0.335 0.04 0.14 0.009 0.239 0.073 0.162 59 374 9 0.102 7.7 0.14
9.3 6.68 6.61 0.2 0.099 0.302 0.023 0.13 0.081 0.325 189 390 24 0.175 8.1 0.78
8.3 5.02 3.43 0.051 0.042 0.158 0.011 -0.009 0.049 0.186 57 275 8 0.142 7 0.13
8.2 7.39 8.35 0.6 0.065 0.16 0.008 0.546 0.083 0.169 28 201 8 0.067 4.9 0.12
8.6 5.08 4.61 0.07 0.073 0.227 0.012 -0.016 0.06 0.244 29 362 16 0.34 13.6 0.85
8.6 7.04 6.68 0.351 0.091 0.174 0.016 0.301 0.108 0.193 20 325 7 0.077 5.3 0.12
8.2 7.07 9.6 0.76 0.081 0.181 0.015 0.634 0.059 0.206 67 334 14 0.305 13.9 0.84
9.4 6.12 7.14 0.191 0.112 0.354 0.033 0.099 0.081 0.367 268 718 67 0.342 14.3 2.02
8.5 5.54 4.67 0.13 0.06 0.23 0.013 0.009 0.062 0.234 16 413 13 0.357 16.6 0.96
8.2 7.41 10.8 0.915 0.077 0.184 0.016 0.809 0.054 0.194 60 362 10 0.255 11.7 0.7
8.7 5.33 5.59 0.136 0.07 0.296 0.011 -0.004 0.065 0.321 36 448 15 0.381 15.9 1.07
8.1 5.56 3.8 0.194 0.059 0.116 0.007 0.013 0.053 0.141 19 427 14 0.447 19 0.31
8.6 5.21 5.69 0.122 0.074 0.299 0.02 -0.006 0.099 0.279 65 424 22 0.4 17.3 1.28
0.6 5.02 5.13 0.166 0.111 0.199 0.008 -0.04 0.045 0.208 39 477 16 0.719 35.6 4.11
8.5 6.56 5.21 0.271 0.056 0.192 0.009 0.157 0.046 0.209 24 366 10 0.273 12.5 0.64
8.1 4.98 3.49 0.065 0.046 0.157 0.008 -0.014 0.061 0.17 27 266 10 0.235 8.2 0.97
8.1 6.45 5.03 0.193 0.1 0.181 0.016 0.124 0.081 0.182 92 343 19 0.236 10.2 0.89
8.8 6.84 5.16 0.247 0.055 0.182 0.012 0.155 0.067 0.195 129 265 8 0.132 7.1 0.36
9.2 4.88 4.93 0.08 0.06 0.246 0.011 -0.028 0.051 0.284 48 324 9 0.249 12.5 0.53
9.1 7.03 5.6 0.293 0.053 0.172 0.012 0.213 0.07 0.187 125 297 7 0.097 5.6 0.32
8.2 4.4 4.76 0.07 0.05 0.172 0.011 -0.09 0.044 0.184 42 445 13 0.477 20.1 0.76
8.3 4.62 3.17 0.031 0.032 0.128 0.005 -0.033 0.036 0.147 34 455 6 0.078 5.9 0.13
8.7 6.63 6 0.234 0.056 0.26 0.01 0.153 0.067 0.283 97 256 8 0.149 7.5 0.46
8.4 6.75 5.23 0.124 0.093 0.238 0.017 0.147 0.096 0.2 31 431 9 0.038 3.2 0.22
8.4 4.67 3.36 0.044 0.04 0.126 0.007 -0.04 0.034 0.149 32 431 10 0.177 10.3 0.13
9.5 6.91 5.68 0.217 0.082 0.192 0.02 0.146 0.133 0.173 222 433 7 0.04 4.2 0.45
7.9 5.14 3.35 0.085 0.048 0.135 0.009 -0.006 0.053 0.161 36 438 7 0.142 7.6 0.23
8.2 7.3 7.92 0.588 0.077 0.134 0.011 0.527 0.066 0.148 29 381 8 0.056 6 0.11
6.9 6.98 5.35 0.232 0.085 0.158 0.02 0.165 0.099 0.143 297 462 8 0.087 6.2 1.61
7.283 6.47 3.92 0.173 0.047 0.126 0.007 0.086 0.07 0.132 56 309 10 0.088 7.2 0.41
7.8 6.99 7.53 0.458 0.12 0.163 0.013 0.394 0.086 0.187 69 388 10 0.119 7.7 0.44
7.9 6.69 4.99 0.229 0.063 0.153 0.018 0.16 0.073 0.162 57 303 9 0.11 7.1 0.28
9.5 6.39 9 0.233 0.16 0.44 0.054 0.136 0.116 0.457 366 664 118 0.369 15 2.31
8.9 6.97 5.19 0.258 0.066 0.154 0.015 0.183 0.085 0.15 108 233 7 0.067 6 0.45
9.1 6.83 4.84 0.195 0.071 0.157 0.018 0.121 0.093 0.152 259 358 7 0.045 4.6 0.42
7.7 6.45 4.26 0.175 0.071 0.138 0.016 0.117 0.057 0.148 13 339 11 0.181 8.8 0.38
9 7.13 9.01 0.383 0.121 0.342 0.024 0.304 0.102 0.388 70 315 10 0.145 7.9 1.44
9.6 6.6 8.66 0.147 0.131 0.484 0.027 0.122 0.108 0.516 93 316 16 0.106 7.3 0.36
8.1 7.12 7.44 0.544 0.051 0.139 0.011 0.484 0.058 0.157 51 194 9 0.092 5.7 0.19
8.1 5.07 2.92 0.045 0.04 0.128 0.011 -0.01 0.051 0.137 59 393 7 0.106 6.4 0.12
8.9 4.76 3.12 0.02 0.028 0.141 0.004 -0.024 0.035 0.163 55 371 8 0.077 5.9 0.13
7.8 6.01 4.26 0.191 0.069 0.142 0.021 0.071 0.038 0.157 73 355 18 0.396 16.5 0.65
8.1 4.7 3.13 0.019 0.032 0.135 0.006 -0.032 0.044 0.151 49 233 7 0.068 5.5 0.18
8.3 4.78 3.01 0.019 0.032 0.131 0.007 -0.025 0.046 0.148 102 221 8 0.041 4.1 0.14
8.3 6.93 5.38 0.265 0.066 0.153 0.023 0.198 0.084 0.157 112 407 7 0.094 6.5 0.48
8.3 7.26 5.8 0.353 0.062 0.146 0.013 0.295 0.074 0.14 13 261 7 0.023 4.8 0.11
9.2 6.91 4.82 0.188 0.052 0.168 0.011 0.122 0.095 0.176 88 204 5 0.016 2.7 0.14
8 4.61 3.61 0.017 0.034 0.156 0.006 -0.042 0.04 0.181 41 253 9 0.107 7.5 0.13
8.4 6.77 5.49 0.269 0.054 0.183 0.012 0.2 0.079 0.178 70 205 8 0.061 4.6 0.39
8.4 4.74 3.07 0.021 0.03 0.137 0.007 -0.024 0.041 0.154 32 208 6 0.061 4.6 0.16
8.3 7.87 13 1.18 0.061 0.132 0.01 1.153 0.059 0.124 1 244 7 0.034 4.4 0.12
8.9 7.04 4.08 0.194 0.049 0.119 0.011 0.141 0.08 0.112 11 200 5 0.02 3.4 0.12
8 5.33 3.86 0.108 0.058 0.148 0.018 -0.001 0.062 0.187 47 515 9 0.236 11.2 0.76
8.2 6.41 5.13 0.233 0.061 0.175 0.013 0.097 0.083 0.204 69 563 11 0.194 11.4 0.75
8.1 6.53 8.57 0.272 0.114 0.399 0.032 0.211 0.089 0.396 102 567 37 0.306 13.4 1.46
8.2 7.52 7.18 0.557 0.051 0.12 0.008 0.501 0.07 0.101 15 223 8 0.044 5 0.38
8.3 5.77 3.01 0.064 0.048 0.126 0.01 0.008 0.085 0.138 13 220 5 0.029 2.9 0.22
8.1 7.64 10 0.854 0.082 0.128 0.012 0.778 0.078 0.131 9 230 7 0.052 5.6 0.19
7.7 5.61 3.73 0.102 0.06 0.156 0.013 0.012 0.074 0.17 47 330 13 0.146 8 0.58
8 5.48 3.38 0.096 0.058 0.123 0.006 0.005 0.087 0.131 49 223 9 0.114 7.3 0.22
8.6 7.04 6.04 0.21 0.131 0.204 0.037 0.237 0.082 0.173 156 497 46 0.053 5.8 0.11
8.4 7.18 6.31 0.229 0.157 0.197 0.041 0.281 0.095 0.158 117 307 64 0.063 6.1 0.41
8.8 6.8 4.35 0.17 0.06 0.152 0.016 0.139 0.081 0.129 28 205 12 0.039 4 0.18
8.7 6.8 4.37 0.172 0.063 0.154 0.017 0.144 0.083 0.13 25 202 12 0.041 4.2 0.12
8.5 6.39 2.57 0.1 0.038 0.092 0.007 0.045 0.059 0.075 5 297 11 0.046 8.5 0.25
7 5.8 1.84 0.051 0.03 0.077 0.007 0.01 0.026 0.068 32 455 14 0.176 6.6 0.13
7.6 7.6 10.2 0.713 0.109 0.209 0.018 0.706 0.079 0.191 16 339 9 0.055 5.7 0.1
7.8 6.41 3.22 0.125 0.064 0.11 0.012 0.074 0.059 0.079 21 494 15 0.18 9.2 0.64
7.6 7.56 13.8 1.241 0.142 0.144 0.007 1.212 0.055 0.116 21 411 15 0.244 13.7 1.36
8.3 6.39 2.91 0.079 0.054 0.116 0.008 0.05 0.069 0.099 5 202 7 0.033 4.1 0.34
8.9 6.88 3.52 0.165 0.048 0.105 0.009 0.112 0.07 0.088 75 175 6 0.039 3.9 0.34
7.2 6.4 3.52 0.112 0.068 0.109 0.016 0.117 0.06 0.074 46 843 25 0.076 6.5 0.18
8.3 6.71 4.41 0.12 0.078 0.173 0.018 0.122 0.075 0.154 7 203 12 0.059 4.6 0.99
6.6 6.43 5.28 0.249 0.086 0.161 0.02 0.142 0.096 0.146 73 410 21 0.263 14.6 1.07
7.6 4.88 2.8 0.053 0.035 0.105 0.009 -0.024 0.052 0.09 99 286 13 0.306 10.7 1.46
9.3 6.8 4.55 0.178 0.071 0.143 0.017 0.1 0.095 0.141 249 478 7 0.058 4.6 0.43
8.1 6.85 4.27 0.179 0.075 0.13 0.02 0.143 0.076 0.11 92 540 11 0.074 5.4 0.14
9.7 6.81 4.67 0.182 0.071 0.146 0.017 0.098 0.102 0.146 349 380 6 0.05 4.2 0.47
6.6 5.77 2.43 0.071 0.038 0.087 0.012 0.014 0.057 0.074 82 242 9 0.124 5.9 0.44
7.1 6.16 2.6 0.081 0.048 0.094 0.008 0.032 0.068 0.077 9 282 8 0.057 4.6 0.15
7.2 6.95 4.77 0.186 0.082 0.154 0.021 0.144 0.075 0.163 20 329 19 0.065 6.8 0.24
7.7 7.18 17.7 0.401 0.172 0.964 0.049 0.405 0.109 1.189 12 380 20 0.053 6.5 0.21
7 7.15 5.54 0.413 0.06 0.082 0.01 0.357 0.059 0.069 20 336 8 0.086 8.1 0.33
6.9 6.88 5.52 0.194 0.094 0.203 0.027 0.168 0.075 0.214 39 280 31 0.065 8.7 0.14
7.4 7.05 4.3 0.264 0.05 0.093 0.009 0.233 0.057 0.075 35 226 7 0.047 4.1 0.45
6.4 5.76 2.4 0.071 0.04 0.096 0.012 0.015 0.048 0.08 31 274 10 0.166 7.3 0.59
7.5 6.62 4.61 0.159 0.077 0.16 0.017 0.122 0.09 0.157 32 224 8 0.057 4.6 0.26
7.6 6.96 4.05 0.237 0.049 0.085 0.006 0.187 0.078 0.071 33 194 5 0.03 3.4 0.46
7.1 7.12 5.43 0.396 0.059 0.096 0.011 0.358 0.048 0.08 38 195 9 0.073 5.7 0.29
7.1 6.56 4.13 0.242 0.06 0.097 0.01 0.136 0.061 0.103 64 308 9 0.207 10.6 1.07
6.8 6.89 3.71 0.222 0.048 0.092 0.009 0.161 0.044 0.086 42 304 10 0.135 6.4 0.34
6.4 6.81 3.33 0.175 0.052 0.088 0.009 0.118 0.052 0.071 13 239 9 0.113 9.5 0.11
6.2 6.81 4.82 0.27 0.059 0.118 0.009 0.234 0.09 0.086 23 222 8 0.056 5 0.6
6.8 6.57 5.56 0.128 0.123 0.232 0.029 0.164 0.06 0.237 9 272 15 0.098 6 0.1
7.8 6.99 3.82 0.225 0.048 0.086 0.008 0.175 0.062 0.075 54 201 7 0.062 4.8 0.56
6.3 6.44 3.19 0.125 0.059 0.102 0.015 0.08 0.053 0.082 21 798 18 0.14 9.3 0.16
7.1 7.46 8.1 0.699 0.066 0.076 0.006 0.691 0.044 0.066 31 199 5 0.057 3.9 0.12
8.3 6.82 3.28 0.138 0.041 0.092 0.009 0.087 0.077 0.08 174 285 5 0.033 3.4 0.27
6.3 7.17 5.56 0.446 0.057 0.083 0.006 0.378 0.047 0.074 55 322 7 0.11 5.9 0.34
6.6 6.13 2.88 0.108 0.055 0.087 0.009 0.038 0.053 0.1 60 414 11 0.102 7.4 0.11
